,title,genre,budget,runtime,year,month,revenue
1747,BloodRayne,Action,25000000,95.0,2005,10,2405420
1748,Carriers,Action,0,84.0,2009,9,5802422
1749,Escape from L.A.,Action,50000000,97.0,1996,8,42277365
1750,Spy Kids 3-D: Game Over,Action,38000000,84.0,2003,7,197011982
1751,The Equalizer,Thriller,55000000,132.0,2014,9,192330738
1752,Little Man,Comedy,64000000,98.0,2006,8,101595121
1753,Terminator 2: Judgment Day,Action,100000000,137.0,1991,7,520000000
1754,Killer Elite,Action,66000000,116.0,2011,9,57777106
1755,Seabiscuit,Drama,87000000,141.0,2003,7,148336445
1756,Hereafter,Drama,50000000,129.0,2010,10,105197635
1757,Deep Rising,Adventure,45000000,106.0,1998,1,11203026
1758,Sleepers,Crime,44000000,147.0,1996,10,165615285
1759,Get Hard,Comedy,40000000,100.0,2015,3,111811453
1760,Bridge of Spies,Thriller,40000000,141.0,2015,10,165478348
1761,Fly Me to the Moon,Comedy,0,104.0,2012,10,0
1762,300: Rise of an Empire,Action,110000000,102.0,2014,3,337580051
1763,Dinosaur,Animation,127500000,82.0,2000,5,354248063
1764,Zero Dark Thirty,Thriller,40000000,157.0,2012,12,132820716
1765,This Is 40,Comedy,35000000,134.0,2012,12,88058786
1766,Star Trek Into Darkness,Action,190000000,132.0,2013,5,467365246
1767,Brothers,Drama,26000000,104.0,2009,1,43318349
1768,The Empire Strikes Back,Adventure,18000000,124.0,1980,5,538400000
1769,Dark City,,27000000,100.0,1998,2,27200316
1770,The Thomas Crown Affair,Drama,48000000,113.0,1999,8,124305181
1771,Kingpin,Comedy,27000000,113.0,1996,7,25023434
1772,Contraband,Thriller,25000000,109.0,2012,1,63100000
1773,The Tourist,Action,100000000,103.0,2010,12,278731369
1774,The Bourne Supremacy,Action,75000000,108.0,2004,7,288500217
1775,Hugo,Adventure,170000000,126.0,2011,11,185770160
1776,Alvin and the Chipmunks: Chipwrecked,Comedy,75000000,87.0,2011,12,342695435
1777,Epic,Animation,100000000,102.0,2013,5,268426634
1778,Bait,Action,30000000,93.0,2012,9,0
1779,A Good Day to Die Hard,Action,92000000,98.0,2013,2,304654182
1780,30 Minutes or Less,Action,28000000,83.0,2011,8,40547440
1781,The Martian,Drama,108000000,141.0,2015,9,630161890
1782,Lady in the Water,Drama,75000000,110.0,2006,7,42285169
1783,Kiss the Girls,Drama,27000000,115.0,1997,10,60527873
1784,Bridget Jones: The Edge of Reason,Comedy,50000000,108.0,2004,11,40203020
1785,Rise of the Planet of the Apes,Thriller,93000000,105.0,2011,8,482860185
1786,Solaris,Drama,0,167.0,1972,3,0
1787,Flushed Away,Adventure,149000000,85.0,2006,10,64459316
1788,Yes Man,Comedy,70000000,104.0,2008,12,225990978
1789,Cold Mountain,Drama,79000000,154.0,2003,12,173013509
1790,Rambo: First Blood Part II,Action,44000000,96.0,1985,5,300400432
1791,Silverado,Action,26000000,127.0,1985,7,0
1792,Along Came a Spider,Crime,60000000,104.0,2001,4,105178561
1793,The Expendables,Thriller,80000000,103.0,2010,8,274470394
1794,There Be Dragons,Drama,0,112.0,2011,3,0
1795,The Score,Action,68000000,124.0,2001,7,71069884
1796,The Ruins,Drama,8000000,91.0,2008,4,0
1797,The Grandmaster,Action,3860000,130.0,2013,1,64076736
1798,The Big Short,Comedy,28000000,130.0,2015,12,133346506
1799,Freddy vs. Jason,Horror,30000000,97.0,2003,8,114908830
1800,Say It Isn't So,Comedy,25000000,95.0,2001,3,0
1801,Jarhead,Drama,72000000,125.0,2005,11,96889998
1802,The Little Prince,Adventure,64000000,92.0,2015,7,97571250
1803,Captain America: Civil War,Adventure,250000000,147.0,2016,4,1153304495
1804,The Best Offer,Drama,13500000,124.0,2013,1,19255873
1805,Wimbledon,Comedy,31000000,98.0,2004,9,41512007
1806,Sex and the City 2,Comedy,100000000,146.0,2010,5,288347692
1807,The True Story of Puss 'n Boots,,0,82.0,2009,4,0
1808,The Vow,Drama,30000000,104.0,2012,2,196114570
1809,Rock of Ages,Comedy,75000000,123.0,2012,6,59418613
1810,Winged Migration,,35866397,98.0,2001,12,20217080
1811,The Face of an Angel,Thriller,0,100.0,2014,9,0
1812,Hanna,Action,30000000,111.0,2011,4,63782078
1813,The Intern,Comedy,35000000,121.0,2015,9,194564672
1814,Valiant,Animation,35000000,76.0,2005,3,19478106
1815,Enemy of the State,Action,90000000,132.0,1998,11,250649836
1816,Big Miracle,Adventure,40000000,107.0,2012,2,24719215
1817,In the Heart of the Sea,Thriller,100000000,122.0,2015,11,93820758
1818,Heartbreakers,Crime,35000000,123.0,2001,3,0
1819,Evan Almighty,Fantasy,175000000,96.0,2007,6,173000000
1820,How to Lose Friends & Alienate People,Comedy,27000000,110.0,2008,10,17286299
1821,Confessions of a Dangerous Mind,Comedy,30000000,113.0,2002,12,33013805
1822,Raise the Titanic,Action,0,115.0,1980,1,0
1823,Lucky You,Drama,0,124.0,2007,5,5761917
1824,Red Sky,Action,25000000,100.0,2014,3,0
1825,Coyote Ugly,Comedy,45000000,100.0,2000,7,113916474
1826,Remember the Titans,Drama,30000000,113.0,2000,9,136706683
1827,The Man in the Iron Mask,Action,0,132.0,1998,3,0
1828,The Fifth Element,Adventure,90000000,126.0,1997,5,263920180
1829,My Sister's Keeper,Drama,30000000,109.0,2009,6,95714875
1830,Knowing,Action,50000000,121.0,2009,3,155446362
1831,Last Vegas,Comedy,28000000,105.0,2013,10,134402450
1832,Piranha 3D,Comedy,24000000,88.0,2010,8,83188165
1833,Nanny McPhee and the Big Bang,Comedy,35000000,109.0,2010,3,93246388
1834,Charlie's Angels,Action,92000000,98.0,2000,11,264105545
1835,Creepshow,Horror,8000000,120.0,1982,11,21028755
1836,Flawless,Comedy,0,112.0,1999,11,4488529
1837,Man of Steel,Action,225000000,143.0,2013,6,662845518
1838,Lion of the Desert,Action,35000000,173.0,1981,4,0
1839,A Nightmare on Elm Street,Horror,1800000,91.0,1984,11,25504513
1840,Shark Tale,Animation,75000000,90.0,2004,9,367275019
1841,Barnyard,Animation,51000000,90.0,2006,8,72779000
1842,Stormbreaker,Adventure,40000000,93.0,2006,7,23937870
1843,The Monkey King 2,Action,68490000,120.0,2016,1,193677158
1844,John Q,Drama,36000000,116.0,2002,2,102244770
1845,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",,28000000,81.0,2014,10,100654149
1846,Under Siege 2: Dark Territory,Action,60000000,100.0,1995,7,104324083
1847,A Christmas Carol,Animation,200000000,96.0,2009,11,325233863
1848,Mission: Impossible III,Adventure,150000000,126.0,2006,5,397850012
1849,The Dictator,Comedy,65000000,83.0,2012,5,179379533
1850,Into the Blue,Action,50000000,110.0,2005,9,44434439
1851,Fantastic 4: Rise of the Silver Surfer,Adventure,130000000,92.0,2007,6,289047763
1852,Chasing Liberty,Comedy,23000000,111.0,2004,1,12
1853,Take the Lead,,30000000,108.0,2006,3,34742066
1854,Ice Age: The Meltdown,Animation,80000000,91.0,2006,3,660940780
1855,The Secret Life of Walter Mitty,Adventure,90000000,114.0,2013,12,188133322
1856,Trouble with the Curve,Drama,0,111.0,2012,9,0
1857,Independence Day: Resurgence,Action,165000000,120.0,2016,6,389681935
1858,Megamind,Animation,130000000,95.0,2010,10,321887208
1859,Amistad,Drama,36000000,155.0,1997,12,74000000
1860,EuroTrip,Comedy,25000000,93.0,2004,2,20796847
1861,Sweet November,Drama,40000000,119.0,2001,2,65754228
1862,Iron Man 3,Action,200000000,130.0,2013,4,1215439994
1863,1911,Adventure,30000000,125.0,2011,7,108348
1864,Disturbia,Thriller,20000000,105.0,2007,4,117760134
1865,Hellboy II: The Golden Army,Adventure,85000000,120.0,2008,7,160388063
1866,Seventh Son,Adventure,95000000,102.0,2014,12,114178613
1867,New York Minute,Comedy,0,91.0,2004,5,0
1868,The Proposal,Comedy,40000000,108.0,2009,6,317375031
1869,Red Dawn,Action,4200000,114.0,1984,8,38376497
1870,Instinct,Drama,80000000,126.0,1999,6,0
1871,Fast Five,Action,125000000,130.0,2011,4,626137675
1872,A View to a Kill,Adventure,30000000,131.0,1985,5,152427960
1873,The Raven,Crime,26000000,111.0,2012,3,29657751
1874,Pirates of the Caribbean: Dead Man's Chest,adventure,200000000,151.0,2006,6,1065659812
1875,Men in Black 3,Action,225000000,106.0,2012,5,624026776
1876,Zathura: A Space Adventure,,65000000,101.0,2005,11,64321501
1877,Bulworth,Comedy,30000000,108.0,1998,5,29202884
1878,Zack and Miri Make a Porno,Comedy,24000000,102.0,2008,9,42105111
1879,Undercover Brother,Action,25000000,86.0,2002,5,41604473
1880,Edtv,Comedy,80000000,122.0,1999,3,0
1881,8MM,Thriller,40000000,123.0,1999,2,96618699
1882,Ted 2,Comedy,68000000,115.0,2015,6,217022588
1883,Precious,Drama,10000000,110.0,2009,11,47536959
1884,The Adventures of Ford Fairlane,Action,49000000,104.0,1990,7,20423389
1885,The Big Year,Comedy,41000000,100.0,2011,10,7448385
1886,Arthur and the Invisibles,Adventure,86000000,94.0,2006,12,107944236
1887,The Adventures of Tintin,Adventure,130000000,107.0,2011,10,371940071
1888,Red Riding Hood,Fantasy,42000000,100.0,2011,3,89162162
1889,Dawn of the Planet of the Apes,Science Fiction,170000000,130.0,2014,6,710644566
1890,Avatar,Action,237000000,162.0,2009,12,2787965087
1891,Unaccompanied Minors,Comedy,26000000,90.0,2006,12,0
1892,Cape Fear,Crime,35000000,128.0,1991,11,182300000
1893,Ice Age: Continental Drift,Animation,95000000,88.0,2012,6,877244782
1894,Lara Croft Tomb Raider: The Cradle of Life,Action,95000000,117.0,2003,7,156505388
1895,Terminator Genisys,Science Fiction,155000000,126.0,2015,6,440603537
1896,Blades of Glory,Action,53000000,93.0,2007,3,0
1897,The Mothman Prophecies,Drama,32000000,119.0,2002,1,55157539
1898,Rollerball,Action,0,98.0,2002,2,0
1899,A Very Long Engagement,Drama,47000000,133.0,2004,10,0
1900,The Curse of the Jade Scorpion,Comedy,0,103.0,2001,8,0
1901,The Mechanic,Action,40000000,93.0,2011,1,51070807
1902,Big Momma's House,Crime,30000000,98.0,2000,5,173959438
1903,Stranger Than Fiction,Comedy,30000000,113.0,2006,9,53653224
1904,Everest,Adventure,55000000,121.0,2015,9,203427584
1905,Armageddon,Action,140000000,151.0,1998,7,553799566
1906,Legend,Crime,25000000,131.0,2015,9,42972994
1907,Captain Phillips,Action,55000000,134.0,2013,10,95000000
1908,Pocahontas,Adventure,55000000,81.0,1995,6,346079773
1909,All That Jazz,Drama,0,123.0,1979,12,37823676
1910,Bridget Jones's Diary,Comedy,25000000,97.0,2001,4,281929795
1911,The Muppets,Comedy,45000000,103.0,2011,11,165184237
1912,Walking Tall,Adventure,56000000,86.0,2004,4,57223890
1913,The Girl Next Door,Comedy,25000000,108.0,2004,4,30411183
1914,GoodFellas,Drama,25000000,145.0,1990,9,46836394
1915,Ballistic: Ecks vs. Sever,Action,70000000,91.0,2002,9,19924033
1916,J. Edgar,Drama,35000000,137.0,2011,11,84606030
1917,Stealth,Action,135000000,121.0,2005,7,76932943
1918,Cursed,Horror,35000000,97.0,2005,2,19294901
1919,The Watch,Comedy,68000000,98.0,2012,7,68267862
1920,Life of Pi,Adventure,120000000,127.0,2012,11,609016565
1921,The Producers,Comedy,45000000,134.0,2005,12,38058335
1922,The One,Action,49000000,87.0,2001,11,72700000
1923,Superman II,Action,54000000,127.0,1980,12,190458706
1924,Toy Story 2,Animation,90000000,92.0,1999,10,497366869
1925,The English Patient,Drama,27000000,162.0,1996,11,231976425
1926,The Emperor's New Groove,Adventure,100000000,78.0,2000,12,169327687
1927,A Walk Among the Tombstones,Crime,28000000,113.0,2014,9,53181600
1928,Soldier,Action,75000000,99.0,1998,10,14567883
1929,Terminator Salvation,Action,200000000,115.0,2009,5,371353001
1930,The Chronicles of Riddick,Action,105000000,119.0,2004,6,115772733
1931,Lincoln,,65000000,149.0,2012,11,275293450
1932,Drive Angry,Fantasy,50000000,105.0,2011,2,28931401
1933,Fantastic Four,Action,120000000,100.0,2015,8,167977596
1934,Titan A.E.,Animation,75000000,94.0,2000,6,36754634
1935,War,Action,25000000,103.0,2007,8,40452643
1936,The Sum of All Fears,Thriller,68000000,124.0,2002,5,193000000
1937,Tombstone,Action,25000000,130.0,1993,12,56505065
1938,Shanghai Noon,Adventure,55000000,110.0,2000,5,56932305
1939,Lara Croft: Tomb Raider,Adventure,115000000,100.0,2001,6,274703340
1940,Dragonball Evolution,Action,100000000,85.0,2009,4,0
1941,End of Days,Action,100000000,121.0,1999,11,211989043
1942,Doom,Adventure,60000000,105.0,2005,10,55987321
1943,Any Given Sunday,Drama,55000000,163.0,1999,12,100230832
1944,Cloudy with a Chance of Meatballs,Animation,100000000,90.0,2009,9,242988466
1945,The Infiltrator,Crime,25000000,127.0,2016,7,15436808
1946,Holy Man,Drama,60000000,114.0,1998,10,0
1947,The Punisher,Action,33000000,124.0,2004,4,54700105
1948,The Judge,Drama,50000000,141.0,2014,10,83719388
1949,Ben-Hur,Drama,100000000,125.0,2016,8,94061311
1950,Mr. Holland's Opus,,0,137.0,1995,12,106269971
1951,Big Trouble,Action,40000000,85.0,2002,4,8493890
1952,Indiana Jones and the Temple of Doom,Adventure,28000000,118.0,1984,5,333000000
1953,Knock Off,Action,33000000,91.0,1998,9,0
1954,Insomnia,Crime,46000000,118.0,2002,5,113714830
1955,Flatliners,Drama,26000000,115.0,1990,8,61489265
1956,Bridesmaids,Comedy,32500000,125.0,2011,4,288383523
1957,The Road to El Dorado,Adventure,95000000,89.0,2000,3,76432727
1958,Land of the Lost,Adventure,100000000,102.0,2009,6,68688831
1959,Eagle Eye,,80000000,118.0,2008,9,178066569
1960,Red Dragon,Crime,78000000,124.0,2002,9,209196298
1961,The Finest Hours,Action,80000000,114.0,2016,1,52099090
1962,The Fugitive,Adventure,44000000,130.0,1993,8,368875760
1963,Seven Years in Tibet,Adventure,70000000,136.0,1997,9,131457682
1964,Monster House,Animation,75000000,91.0,2006,7,140175006
1965,Agent Cody Banks 2: Destination London,Comedy,26000000,100.0,2004,12,28818995
1966,A Civil Action,Drama,70000000,115.0,1998,3,56702901
1967,Romeo Must Die,Action,25000000,115.0,2000,3,91036760
1968,Point Break,Action,105000000,114.0,2015,12,133718711
1969,Snake Eyes,Crime,73000000,98.0,1998,8,103891409
1970,Punisher: War Zone,Action,20500000,102.0,2008,12,10089373
1971,City of Angels,Drama,55000000,114.0,1998,4,198685114
1972,The Shadow,Adventure,25000000,108.0,1994,7,48063435
1973,Zoolander,Comedy,28000000,89.0,2001,9,60780981
1974,Inglourious Basterds,Drama,70000000,153.0,2009,8,319131050
1975,The Siege,Drama,70000000,116.0,1998,11,116672912
1976,The Campaign,Comedy,0,85.0,2012,8,104907746
1977,Ice Princess,Drama,25000000,98.0,2005,3,27645491
1978,The First Wives Club,Comedy,26000000,102.0,1996,9,116400000
1979,The Odd Life of Timothy Green,Fantasy,0,105.0,2012,8,51854875
1980,3 Days to Kill,Action,28000000,113.0,2014,2,52597999
1981,Runner Runner,Crime,30000000,91.0,2013,9,62616646
1982,Blade Runner,Science Fiction,28000000,117.0,1982,6,33139618
1983,Forrest Gump,Comedy,55000000,142.0,1994,7,677945399
1984,Poseidon,Adventure,160000000,99.0,2006,5,181674817
1985,The Boat That Rocked,Drama,50000000,116.0,2009,4,36348784
1986,Jade,Action,50000000,95.0,1995,10,9851610
1987,The Walk,Adventure,35000000,123.0,2015,9,61181942
1988,Dream House,Drama,50000000,84.0,2011,9,38502340
1989,Herbie Fully Loaded,Comedy,50000000,101.0,2005,6,66002004
1990,What Women Want,Comedy,70000000,127.0,2000,12,374111707
1991,The Right Stuff,Drama,27000000,193.0,1983,10,21500000
1992,Frequency,Crime,31000000,118.0,2000,4,68106245
1993,Taken 3,Thriller,48000000,109.0,2014,12,325771424
1994,Self/less,Science Fiction,26000000,116.0,2015,7,30523226
1995,True Lies,Action,115000000,141.0,1994,7,378882411
1996,Hotel for Dogs,Comedy,35000000,100.0,2009,1,73034460
1997,Grudge Match,Comedy,40000000,113.0,2013,12,44907260
1998,Duplex,Action,40000000,89.0,2003,9,19322135
1999,The Adventures of Pluto Nash,Action,100000000,95.0,2002,8,7103973
2000,The Replacements,Comedy,0,118.0,2000,8,0
2001,Memoirs of an Invisible Man,Comedy,40000000,99.0,1992,2,14358033
2002,Get Carter,Action,63600000,102.0,2000,10,19412993
2003,Furry Vengeance,Comedy,35000000,92.0,2010,4,39340177
2004,"Me, Myself & Irene",Comedy,51000000,116.0,2000,6,149270999
2005,The American President,Comedy,62000000,106.0,1995,11,107879496
2006,New Year's Eve,Comedy,56000000,118.0,2011,12,142044638
2007,I Spy,Action,70000000,97.0,2002,10,33561137
2008,Unleashed,Action,45000000,103.0,2005,2,50871113
2009,Muppets from Space,Fantasy,24000000,87.0,1999,7,16290976
